CaseId,Evaluation
200594,0.3141516
200595,0.3141516
200596,0.3141516
200597,0.3141516
200598,0.3141516
200599,0.3141516
200600,0.3141516
200601,0.3141516
200602,0.3141516
200603,0.3141516
200604,0.3141516
200605,0.3141516
200606,0.3141516
200607,0.3141516
200608,0.3141516
200609,0.3141516
200610,0.3141516
200611,0.3141516
200612,0.3141516
200613,0.3141516
200614,0.3141516
200615,0.3141516
200616,0.3141516
200617,0.3141516
200618,0.3141516
200619,0.3141516
200620,0.3141516
200621,0.3141516
200622,0.3141516
200623,0.3141516
200624,0.3141516
200625,0.3141516
200626,0.3141516
200627,0.3141516
200628,0.3141516
200629,0.3141516
200630,0.3141516
200631,0.3141516
200632,0.3141516
200633,0.3141516
200634,0.3141516
200635,0.3141516
200636,0.3141516
200637,0.3141516
200638,0.3141516
200639,0.3141516
200640,0.3141516
200641,0.3141516
200642,0.3141516
200643,0.3141516
200644,0.3141516
200645,0.3141516
200646,0.3141516
200647,0.3141516
200648,0.3141516
200649,0.3141516
200650,0.3141516
200651,0.3141516
200652,0.3141516
200653,0.3141516
200654,0.3141516
200655,0.3141516
200656,0.3141516
200657,0.3141516
200658,0.3141516
200659,0.3141516
200660,0.3141516
200661,0.3141516
200662,0.3141516
200663,0.3141516
200664,0.3141516
200665,0.3141516
200666,0.3141516
200667,0.3141516
200668,0.3141516
200669,0.3141516
200670,0.3141516
200671,0.3141516
200672,0.3141516
200673,0.3141516
200674,0.3141516
200675,0.3141516
200676,0.3141516
200677,0.3141516
200678,0.3141516
200679,0.3141516
200680,0.3141516
200681,0.3141516
200682,0.3141516
200683,0.3141516
200684,0.3141516
200685,0.3141516
200686,0.3141516
200687,0.3141516
200688,0.3141516
200689,0.3141516
200690,0.3141516
200691,0.3141516
200692,0.3141516
200693,0.3141516
200694,0.3141516
200695,0.3141516
200696,0.3141516
200697,0.3141516
200698,0.3141516
200699,0.3141516
200700,0.3141516
200701,0.3141516
200702,0.3141516
200703,0.3141516
200704,0.3141516
200705,0.3141516
200706,0.3141516
200707,0.3141516
200708,0.3141516
200709,0.3141516
200710,0.3141516
200711,0.3141516
200712,0.3141516
200713,0.3141516
200714,0.3141516
200715,0.3141516
200716,0.3141516
200717,0.3141516
200718,0.3141516
200719,0.3141516
200720,0.3141516
200721,0.3141516
200722,0.3141516
200723,0.3141516
200724,0.3141516
200725,0.3141516
200726,0.3141516
200727,0.3141516
200728,0.3141516
200729,0.3141516
200730,0.3141516
200731,0.3141516
200732,0.3141516
200733,0.3141516
200734,0.3141516
200735,0.3141516
200736,0.3141516
200737,0.3141516
200738,0.3141516
200739,0.3141516
200740,0.3141516
200741,0.3141516
200742,0.3141516
200743,0.3141516
200744,0.3141516
200745,0.3141516
200746,0.3141516
200747,0.3141516
200748,0.3141516
200749,0.3141516
200750,0.3141516
200751,0.3141516
200752,0.3141516
200753,0.3141516
200754,0.3141516
200755,0.3141516
200756,0.3141516
200757,0.3141516
200758,0.3141516
200759,0.3141516
200760,0.3141516
200761,0.3141516
200762,0.3141516
200763,0.3141516
200764,0.3141516
200765,0.3141516
200766,0.3141516
200767,0.3141516
200768,0.3141516
200769,0.3141516
200770,0.3141516
200771,0.3141516
200772,0.3141516
200773,0.3141516
200774,0.3141516
200775,0.3141516
200776,0.3141516
200777,0.3141516
200778,0.3141516
200779,0.3141516
200780,0.3141516
200781,0.3141516
200782,0.3141516
200783,0.3141516
200784,0.3141516
200785,0.3141516
200786,0.3141516
200787,0.3141516
200788,0.3141516
200789,0.3141516
200790,0.3141516
200791,0.3141516
200792,0.3141516
200793,0.3141516
200794,0.3141516
200795,0.3141516
200796,0.3141516
200797,0.3141516
200798,0.3141516
200799,0.3141516
200800,0.3141516
200801,0.3141516
200802,0.3141516
200803,0.3141516
200804,0.3141516
200805,0.3141516
200806,0.3141516
200807,0.3141516
200808,0.3141516
200809,0.3141516
200810,0.3141516
200811,0.3141516
200812,0.3141516
200813,0.3141516
200814,0.3141516
200815,0.3141516
200816,0.3141516
200817,0.3141516
200818,0.3141516
200819,0.3141516
200820,0.3141516
200821,0.3141516
200822,0.3141516
200823,0.3141516
200824,0.3141516
200825,0.3141516
200826,0.3141516
200827,0.3141516
200828,0.3141516
200829,0.3141516
200830,0.3141516
200831,0.3141516
200832,0.3141516
200833,0.3141516
200834,0.3141516
200835,0.3141516
200836,0.3141516
200837,0.3141516
200838,0.3141516
200839,0.3141516
200840,0.3141516
200841,0.3141516
200842,0.3141516
200843,0.3141516
200844,0.3141516
200845,0.3141516
200846,0.3141516
200847,0.3141516
200848,0.3141516
200849,0.3141516
200850,0.3141516
200851,0.3141516
200852,0.3141516
200853,0.3141516
200854,0.3141516
200855,0.3141516
200856,0.3141516
200857,0.3141516
200858,0.3141516
200859,0.3141516
200860,0.3141516
200861,0.3141516
200862,0.3141516
200863,0.3141516
200864,0.3141516
200865,0.3141516
200866,0.3141516
200867,0.3141516
200868,0.3141516
200869,0.3141516
200870,0.3141516
200871,0.3141516
200872,0.3141516
200873,0.3141516
200874,0.3141516
200875,0.3141516
200876,0.3141516
200877,0.3141516
200878,0.3141516
200879,0.3141516
200880,0.3141516
200881,0.3141516
200882,0.3141516
200883,0.3141516
200884,0.3141516
200885,0.3141516
200886,0.3141516
200887,0.3141516
200888,0.3141516
200889,0.3141516
200890,0.3141516
200891,0.3141516
200892,0.3141516
200893,0.3141516
200894,0.3141516
200895,0.3141516
200896,0.3141516
200897,0.3141516
200898,0.3141516
200899,0.3141516
200900,0.3141516
200901,0.3141516
200902,0.3141516
200903,0.3141516
200904,0.3141516
200905,0.3141516
200906,0.3141516
200907,0.3141516
200908,0.3141516
200909,0.3141516
200910,0.3141516
200911,0.3141516
200912,0.3141516
200913,0.3141516
200914,0.3141516
200915,0.3141516
200916,0.3141516
200917,0.3141516
200918,0.3141516
200919,0.3141516
200920,0.3141516
200921,0.3141516
200922,0.3141516
200923,0.3141516
200924,0.3141516
200925,0.3141516
200926,0.3141516
200927,0.3141516
200928,0.3141516
200929,0.3141516
200930,0.3141516
200931,0.3141516
200932,0.3141516
200933,0.3141516
200934,0.3141516
200935,0.3141516
200936,0.3141516
200937,0.3141516
200938,0.3141516
200939,0.3141516
200940,0.3141516
200941,0.3141516
200942,0.3141516
200943,0.3141516
200944,0.3141516
200945,0.3141516
200946,0.3141516
200947,0.3141516
200948,0.3141516
200949,0.3141516
200950,0.3141516
200951,0.3141516
200952,0.3141516
200953,0.3141516
200954,0.3141516
200955,0.3141516
200956,0.3141516
200957,0.3141516
200958,0.3141516
200959,0.3141516
200960,0.3141516
200961,0.3141516
200962,0.3141516
200963,0.3141516
200964,0.3141516
200965,0.3141516
200966,0.3141516
200967,0.3141516
200968,0.3141516
200969,0.3141516
200970,0.3141516
200971,0.3141516
200972,0.3141516
200973,0.3141516
200974,0.3141516
200975,0.3141516
200976,0.3141516
200977,0.3141516
200978,0.3141516
200979,0.3141516
200980,0.3141516
200981,0.3141516
200982,0.3141516
200983,0.3141516
200984,0.3141516
200985,0.3141516
200986,0.3141516
200987,0.3141516
200988,0.3141516
200989,0.3141516
200990,0.3141516
200991,0.3141516
200992,0.3141516
200993,0.3141516
200994,0.3141516
200995,0.3141516
200996,0.3141516
200997,0.3141516
200998,0.3141516
200999,0.3141516
201000,0.3141516
201001,0.3141516
201002,0.3141516
201003,0.3141516
201004,0.3141516
201005,0.3141516
201006,0.3141516
201007,0.3141516
201008,0.3141516
201009,0.3141516
201010,0.3141516
201011,0.3141516
201012,0.3141516
201013,0.3141516
201014,0.3141516
201015,0.3141516
201016,0.3141516
201017,0.3141516
201018,0.3141516
201019,0.3141516
201020,0.3141516
201021,0.3141516
201022,0.3141516
201023,0.3141516
201024,0.3141516
201025,0.3141516
201026,0.3141516
201027,0.3141516
201028,0.3141516
201029,0.3141516
201030,0.3141516
201031,0.3141516
201032,0.3141516
201033,0.3141516
201034,0.3141516
201035,0.3141516
201036,0.3141516
201037,0.3141516
201038,0.3141516
201039,0.3141516
201040,0.3141516
201041,0.3141516
201042,0.3141516
201043,0.3141516
201044,0.3141516
201045,0.3141516
201046,0.3141516
201047,0.3141516
201048,0.3141516
201049,0.3141516
201050,0.3141516
201051,0.3141516
201052,0.3141516
201053,0.3141516
201054,0.3141516
201055,0.3141516
201056,0.3141516
201057,0.3141516
201058,0.3141516
201059,0.3141516
201060,0.3141516
201061,0.3141516
201062,0.3141516
201063,0.3141516
201064,0.3141516
201065,0.3141516
201066,0.3141516
201067,0.3141516
201068,0.3141516
201069,0.3141516
201070,0.3141516
201071,0.3141516
201072,0.3141516
201073,0.3141516
201074,0.3141516
201075,0.3141516
201076,0.3141516
201077,0.3141516
201078,0.3141516
201079,0.3141516
201080,0.3141516
201081,0.3141516
201082,0.3141516
201083,0.3141516
201084,0.3141516
201085,0.3141516
201086,0.3141516
201087,0.3141516
201088,0.3141516
201089,0.3141516
201090,0.3141516
201091,0.3141516
201092,0.3141516
201093,0.3141516
201094,0.3141516
201095,0.3141516
201096,0.3141516
201097,0.3141516
201098,0.3141516
201099,0.3141516
201100,0.3141516
201101,0.3141516
201102,0.3141516
201103,0.3141516
201104,0.3141516
201105,0.3141516
201106,0.3141516
201107,0.3141516
201108,0.3141516
201109,0.3141516
201110,0.3141516
201111,0.3141516
201112,0.3141516
201113,0.3141516
201114,0.3141516
201115,0.3141516
201116,0.3141516
201117,0.3141516
201118,0.3141516
201119,0.3141516
201120,0.3141516
201121,0.3141516
201122,0.3141516
201123,0.3141516
201124,0.3141516
201125,0.3141516
201126,0.3141516
201127,0.3141516
201128,0.3141516
201129,0.3141516
201130,0.3141516
201131,0.3141516
201132,0.3141516
201133,0.3141516
201134,0.3141516
201135,0.3141516
201136,0.3141516
201137,0.3141516
201138,0.3141516
201139,0.3141516
201140,0.3141516
201141,0.3141516
201142,0.3141516
201143,0.3141516
201144,0.3141516
201145,0.3141516
201146,0.3141516
201147,0.3141516
201148,0.3141516
201149,0.3141516
201150,0.3141516
201151,0.3141516
201152,0.3141516
201153,0.3141516
201154,0.3141516
201155,0.3141516
201156,0.3141516
201157,0.3141516
201158,0.3141516
201159,0.3141516
201160,0.3141516
201161,0.3141516
201162,0.3141516
201163,0.3141516
201164,0.3141516
201165,0.3141516
201166,0.3141516
201167,0.3141516
201168,0.3141516
201169,0.3141516
201170,0.3141516
201171,0.3141516
201172,0.3141516
201173,0.3141516
201174,0.3141516
201175,0.3141516
201176,0.3141516
201177,0.3141516
201178,0.3141516
201179,0.3141516
201180,0.3141516
201181,0.3141516
201182,0.3141516
201183,0.3141516
201184,0.3141516
201185,0.3141516
201186,0.3141516
201187,0.3141516
201188,0.3141516
201189,0.3141516
201190,0.3141516
201191,0.3141516
201192,0.3141516
201193,0.3141516
201194,0.3141516
201195,0.3141516
201196,0.3141516
201197,0.3141516
201198,0.3141516
201199,0.3141516
201200,0.3141516
201201,0.3141516
201202,0.3141516
201203,0.3141516
201204,0.3141516
201205,0.3141516
201206,0.3141516
201207,0.3141516
201208,0.3141516
201209,0.3141516
201210,0.3141516
201211,0.3141516
201212,0.3141516
201213,0.3141516
201214,0.3141516
201215,0.3141516
201216,0.3141516
201217,0.3141516
201218,0.3141516
201219,0.3141516
201220,0.3141516
201221,0.3141516
201222,0.3141516
201223,0.3141516
201224,0.3141516
201225,0.3141516
201226,0.3141516
201227,0.3141516
201228,0.3141516
201229,0.3141516
201230,0.3141516
201231,0.3141516
201232,0.3141516
201233,0.3141516
201234,0.3141516
201235,0.3141516
201236,0.3141516
201237,0.3141516
201238,0.3141516
201239,0.3141516
201240,0.3141516
201241,0.3141516
201242,0.3141516
201243,0.3141516
201244,0.3141516
201245,0.3141516
201246,0.3141516
201247,0.3141516
201248,0.3141516
201249,0.3141516
201250,0.3141516
201251,0.3141516
201252,0.3141516
201253,0.3141516
201254,0.3141516
201255,0.3141516
201256,0.3141516
201257,0.3141516
201258,0.3141516
201259,0.3141516
201260,0.3141516
201261,0.3141516
201262,0.3141516
201263,0.3141516
201264,0.3141516
201265,0.3141516
201266,0.3141516
201267,0.3141516
201268,0.3141516
201269,0.3141516
201270,0.3141516
201271,0.3141516
201272,0.3141516
201273,0.3141516
201274,0.3141516
201275,0.3141516
201276,0.3141516
201277,0.3141516
201278,0.3141516
201279,0.3141516
201280,0.3141516
201281,0.3141516
201282,0.3141516
201283,0.3141516
201284,0.3141516
201285,0.3141516
201286,0.3141516
201287,0.3141516
201288,0.3141516
201289,0.3141516
201290,0.3141516
201291,0.3141516
201292,0.3141516
201293,0.3141516
201294,0.3141516
201295,0.3141516
201296,0.3141516
201297,0.3141516
201298,0.3141516
201299,0.3141516
201300,0.3141516
201301,0.3141516
201302,0.3141516
201303,0.3141516
201304,0.3141516
201305,0.3141516
201306,0.3141516
201307,0.3141516
201308,0.3141516
201309,0.3141516
201310,0.3141516
201311,0.3141516
201312,0.3141516
201313,0.3141516
201314,0.3141516
201315,0.3141516
201316,0.3141516
201317,0.3141516
201318,0.3141516
201319,0.3141516
201320,0.3141516
201321,0.3141516
201322,0.3141516
201323,0.3141516
201324,0.3141516
201325,0.3141516
201326,0.3141516
201327,0.3141516
201328,0.3141516
201329,0.3141516
201330,0.3141516
201331,0.3141516
201332,0.3141516
201333,0.3141516
201334,0.3141516
201335,0.3141516
201336,0.3141516
201337,0.3141516
201338,0.3141516
201339,0.3141516
201340,0.3141516
201341,0.3141516
201342,0.3141516
201343,0.3141516
201344,0.3141516
201345,0.3141516
201346,0.3141516
201347,0.3141516
201348,0.3141516
201349,0.3141516
201350,0.3141516
201351,0.3141516
201352,0.3141516
201353,0.3141516
201354,0.3141516
201355,0.3141516
201356,0.3141516
201357,0.3141516
201358,0.3141516
201359,0.3141516
201360,0.3141516
201361,0.3141516
201362,0.3141516
201363,0.3141516
201364,0.3141516
201365,0.3141516
201366,0.3141516
201367,0.3141516
201368,0.3141516
201369,0.3141516
201370,0.3141516
201371,0.3141516
201372,0.3141516
201373,0.3141516
201374,0.3141516
201375,0.3141516
201376,0.3141516
201377,0.3141516
201378,0.3141516
201379,0.3141516
201380,0.3141516
201381,0.3141516
201382,0.3141516
201383,0.3141516
201384,0.3141516
201385,0.3141516
201386,0.3141516
201387,0.3141516
201388,0.3141516
201389,0.3141516
201390,0.3141516
201391,0.3141516
201392,0.3141516
201393,0.3141516
201394,0.3141516
201395,0.3141516
201396,0.3141516
201397,0.3141516
201398,0.3141516
201399,0.3141516
201400,0.3141516
201401,0.3141516
201402,0.3141516
201403,0.3141516
201404,0.3141516
201405,0.3141516
201406,0.3141516
201407,0.3141516
201408,0.3141516
201409,0.3141516
201410,0.3141516
201411,0.3141516
201412,0.3141516
201413,0.3141516
201414,0.3141516
201415,0.3141516
201416,0.3141516
201417,0.3141516
201418,0.3141516
201419,0.3141516
201420,0.3141516
201421,0.3141516
201422,0.3141516
201423,0.3141516
201424,0.3141516
201425,0.3141516
201426,0.3141516
201427,0.3141516
201428,0.3141516
201429,0.3141516
201430,0.3141516
201431,0.3141516
201432,0.3141516
201433,0.3141516
201434,0.3141516
201435,0.3141516
201436,0.3141516
201437,0.3141516
201438,0.3141516
201439,0.3141516
201440,0.3141516
201441,0.3141516
201442,0.3141516
201443,0.3141516
201444,0.3141516
201445,0.3141516
201446,0.3141516
201447,0.3141516
201448,0.3141516
201449,0.3141516
201450,0.3141516
201451,0.3141516
201452,0.3141516
201453,0.3141516
201454,0.3141516
201455,0.3141516
201456,0.3141516
201457,0.3141516
201458,0.3141516
201459,0.3141516
201460,0.3141516
201461,0.3141516
201462,0.3141516
201463,0.3141516
201464,0.3141516
201465,0.3141516
201466,0.3141516
201467,0.3141516
201468,0.3141516
201469,0.3141516
201470,0.3141516
201471,0.3141516
201472,0.3141516
201473,0.3141516
201474,0.3141516
201475,0.3141516
201476,0.3141516
201477,0.3141516
201478,0.3141516
201479,0.3141516
201480,0.3141516
201481,0.3141516
201482,0.3141516
201483,0.3141516
201484,0.3141516
201485,0.3141516
201486,0.3141516
201487,0.3141516
201488,0.3141516
201489,0.3141516
201490,0.3141516
201491,0.3141516
201492,0.3141516
201493,0.3141516
201494,0.3141516
201495,0.3141516
201496,0.3141516
201497,0.3141516
201498,0.3141516
201499,0.3141516
201500,0.3141516
201501,0.3141516
201502,0.3141516
201503,0.3141516
201504,0.3141516
201505,0.3141516
201506,0.3141516
201507,0.3141516
201508,0.3141516
201509,0.3141516
201510,0.3141516
201511,0.3141516
201512,0.3141516
201513,0.3141516
201514,0.3141516
201515,0.3141516
201516,0.3141516
201517,0.3141516
201518,0.3141516
201519,0.3141516
201520,0.3141516
201521,0.3141516
201522,0.3141516
201523,0.3141516
201524,0.3141516
201525,0.3141516
201526,0.3141516
201527,0.3141516
201528,0.3141516
201529,0.3141516
201530,0.3141516
201531,0.3141516
201532,0.3141516
201533,0.3141516
201534,0.3141516
201535,0.3141516
201536,0.3141516
201537,0.3141516
201538,0.3141516
201539,0.3141516
201540,0.3141516
201541,0.3141516
201542,0.3141516
201543,0.3141516
201544,0.3141516
201545,0.3141516
201546,0.3141516
201547,0.3141516
201548,0.3141516
201549,0.3141516
201550,0.3141516
201551,0.3141516
201552,0.3141516
201553,0.3141516
